SITE_ID,REGION,VEG_TYPE,TREATMENT,ELEV,SLOPE,CANOPY_COVER,PRE_BIOMASS,POST_BIOMASS,PRE_SM,POST_SM,PRE_TEMP,POST_TEMP
534,SouthForest,Oak,Control,482.1,2.41,60.5,155.39,150.89,25.9,29.43,16.88,16.53
535,NorthForest,Scrub,Control,453.0,9.33,55.7,120.43,113.8,17.67,16.19,27.15,27.04
536,EastForest,Mixed,Control,431.1,1.97,67.2,80.76,76.77,23.25,22.62,21.38,22.52
537,SouthForest,Pine,Control,378.1,5.15,62.1,127.02,130.77,30.11,29.4,16.98,16.79
538,NorthForest,Oak,Intervention,345.0,2.15,72.0,87.45,76.53,34.21,38.03,17.03,17.18
539,EastForest,Oak,Control,423.6,1.82,50.0,124.88,126.96,24.22,23.41,20.07,20.02
540,NorthForest,Scrub,Intervention,376.5,2.85,46.3,124.54,113.58,24.1,24.92,19.36,19.77
541,EastForest,Scrub,Intervention,378.0,7.81,40.3,113.62,91.13,37.82,43.58,26.83,25.01
542,NorthForest,Oak,Intervention,705.4,6.85,73.7,116.94,106.99,15.93,20.22,13.46,11.91
543,WestForest,Oak,Intervention,328.6,5.22,88.6,102.33,91.76,27.08,31.1,17.67,17.8
544,WestForest,Pine,Intervention,455.1,0.45,57.9,111.94,94.14,30.06,33.05,18.83,17.89
545,EastForest,Mixed,Intervention,472.8,7.89,70.5,126.2,111.21,26.84,30.76,19.0,19.46
546,SouthForest,Oak,Control,222.3,11.62,100.0,118.76,119.38,26.38,26.46,13.26,13.34
547,EastForest,Pine,Intervention,411.3,4.66,46.7,161.62,150.62,32.37,31.85,20.94,21.6
548,WestForest,Mixed,Intervention,465.1,2.12,54.0,130.36,116.55,22.75,26.2,24.71,24.68
549,EastForest,Mixed,Control,551.1,4.7,46.7,121.56,112.75,18.97,22.12,20.33,19.72
550,SouthForest,Pine,Intervention,507.2,6.68,68.7,98.12,80.77,27.17,30.78,23.67,24.4
551,EastForest,Pine,Control,238.1,3.89,35.9,116.7,118.17,27.09,29.26,17.62,18.07
552,WestForest,Mixed,Intervention,521.9,2.78,52.9,110.11,100.39,36.76,41.17,15.12,14.33
553,NorthForest,Scrub,Intervention,390.2,1.27,65.4,157.62,141.01,26.2,29.18,16.82,17.72
554,EastForest,Oak,Intervention,522.7,10.72,48.0,162.78,153.06,28.78,31.99,20.94,20.11
555,NorthForest,Oak,Intervention,631.9,2.64,74.2,102.17,95.0,29.06,30.75,19.78,19.77
556,NorthForest,Mixed,Control,579.1,8.14,58.2,124.35,137.26,23.22,23.73,17.37,18.06
557,NorthForest,Mixed,Control,527.5,4.63,57.0,102.86,96.25,27.16,27.62,21.38,22.19
558,NorthForest,Pine,Intervention,270.0,12.69,42.7,118.87,117.12,34.4,38.06,15.36,15.66
559,SouthForest,Mixed,Intervention,381.8,3.1,78.5,98.29,94.29,35.14,38.25,12.89,13.44
560,NorthForest,Pine,Control,255.0,3.06,53.4,135.14,126.76,31.37,32.69,13.5,12.44
561,EastForest,Mixed,Intervention,483.4,10.3,45.6,90.57,81.18,20.32,25.63,15.2,15.87
562,NorthForest,Pine,Control,504.2,6.66,43.8,157.31,158.24,31.5,32.92,21.8,22.12
563,WestForest,Mixed,Intervention,615.6,8.5,80.6,109.95,100.51,31.58,30.37,16.02,15.4
564,WestForest,Pine,Intervention,301.4,3.71,65.9,143.46,140.41,18.4,21.45,16.14,15.82
565,EastForest,Pine,Control,570.7,13.28,49.1,137.98,135.04,36.81,36.59,16.2,15.04
566,EastForest,Mixed,Intervention,423.5,6.6,66.2,78.87,63.2,30.2,33.67,19.52,21.05
567,SouthForest,Oak,Intervention,521.9,9.15,50.1,105.54,90.67,24.1,26.55,17.95,17.81
568,SouthForest,Pine,Intervention,505.4,4.42,75.1,123.97,114.34,29.97,34.34,15.18,15.63
569,WestForest,Mixed,Control,472.5,6.95,52.1,121.59,126.23,14.71,14.77,16.33,16.17
570,WestForest,Pine,Control,390.3,4.03,62.6,96.91,92.7,33.05,33.84,18.46,17.94
571,SouthForest,Oak,Intervention,336.4,2.28,54.3,118.72,111.21,42.5,46.24,14.4,14.49
572,NorthForest,Pine,Intervention,249.5,1.76,50.0,106.73,99.62,26.92,31.45,24.92,26.52
573,SouthForest,Pine,Intervention,555.6,12.51,46.6,110.96,103.77,34.68,40.32,19.89,20.5
574,SouthForest,Oak,Control,356.4,10.02,66.6,104.39,104.7,19.15,21.79,23.14,23.17
575,SouthForest,Scrub,Control,372.9,2.27,57.9,149.08,145.88,29.44,28.38,18.31,17.76
576,WestForest,Oak,Intervention,226.6,6.85,61.2,161.57,152.87,29.2,31.92,14.97,15.8
577,NorthForest,Mixed,Intervention,492.0,1.41,61.9,117.91,106.65,27.02,29.26,21.73,22.42
578,SouthForest,Pine,Intervention,407.6,6.26,64.5,104.43,96.99,24.94,27.97,16.23,15.52
579,EastForest,Oak,Intervention,547.1,2.68,67.5,91.93,80.58,41.34,46.45,29.42,31.12
580,WestForest,Oak,Intervention,541.5,3.37,86.1,111.8,109.79,31.44,33.22,19.64,19.46
581,SouthForest,Oak,Intervention,404.7,4.86,73.6,120.76,115.27,36.18,40.19,23.1,22.82
582,SouthForest,Oak,Intervention,527.3,11.16,70.1,151.52,137.91,22.65,26.5,26.28,26.07
583,EastForest,Oak,Control,591.0,2.63,56.0,116.41,107.29,27.91,32.01,25.73,27.26
584,WestForest,Oak,Control,503.4,15.41,72.1,112.52,104.88,33.88,34.48,15.34,14.7
585,EastForest,Scrub,Intervention,476.2,0.76,56.6,155.71,145.18,28.3,33.23,17.46,17.52
586,EastForest,Oak,Intervention,361.0,3.08,56.9,137.13,132.73,40.67,45.16,22.49,22.69
587,WestForest,Scrub,Intervention,594.5,5.74,31.5,93.56,81.54,33.62,38.42,14.97,15.18
588,WestForest,Mixed,Control,481.1,5.49,68.6,171.53,175.07,27.32,28.71,18.35,18.5
589,NorthForest,Pine,Control,468.7,10.16,51.9,108.82,104.24,19.24,19.84,14.08,14.26
590,NorthForest,Pine,Control,557.6,7.9,58.6,79.9,70.65,29.0,31.28,13.24,12.84
591,SouthForest,Mixed,Intervention,555.8,3.76,57.5,135.14,124.98,29.19,33.37,19.58,18.33
592,WestForest,Scrub,Control,292.8,2.62,37.8,150.86,151.48,31.79,32.54,19.01,19.98
593,SouthForest,Oak,Control,545.4,3.45,85.8,115.25,112.95,33.41,34.08,19.07,19.55
594,NorthForest,Oak,Intervention,503.1,2.72,50.3,61.27,50.25,31.86,33.22,16.29,16.31
595,SouthForest,Oak,Control,296.2,1.79,65.1,120.25,118.23,37.66,38.32,17.27,16.56
596,SouthForest,Pine,Intervention,445.9,2.54,54.1,157.02,146.48,32.49,33.4,15.15,15.58
597,WestForest,Pine,Control,689.1,5.54,70.3,135.55,133.36,22.65,22.63,16.79,16.33
598,EastForest,Scrub,Intervention,625.5,6.43,67.9,119.68,108.54,30.26,35.12,23.18,23.89
599,WestForest,Mixed,Control,433.5,8.27,76.4,137.44,138.79,33.98,36.81,19.54,20.28
600,WestForest,Pine,Intervention,476.7,2.56,40.7,110.09,95.14,26.07,29.75,17.71,15.97
601,NorthForest,Pine,Control,293.4,4.07,31.5,141.17,134.85,28.31,28.55,16.71,18.78
602,EastForest,Mixed,Control,331.8,8.31,29.3,114.34,106.21,35.97,34.81,15.23,14.88
603,SouthForest,Mixed,Control,638.0,3.73,65.2,92.15,89.81,29.64,30.68,23.06,20.92
604,SouthForest,Pine,Control,383.9,5.28,29.7,154.34,149.64,31.9,31.53,16.96,18.14
605,EastForest,Oak,Intervention,455.8,2.43,93.2,156.85,149.1,29.54,33.46,17.42,17.32
606,NorthForest,Pine,Control,633.8,6.8,69.9,172.01,165.96,34.38,34.01,19.74,19.62
607,EastForest,Mixed,Intervention,538.0,3.06,79.7,119.03,98.72,33.03,36.05,21.21,21.27
608,NorthForest,Mixed,Control,531.8,2.23,72.7,162.15,161.27,17.45,17.3,23.8,23.15
609,NorthForest,Scrub,Intervention,441.0,3.44,72.6,134.91,125.74,33.8,37.57,14.19,13.47
610,SouthForest,Scrub,Intervention,384.9,1.48,69.0,90.99,78.86,37.68,39.19,17.44,17.98
611,SouthForest,Oak,Control,600.2,7.32,80.2,174.71,173.17,25.97,29.66,12.34,12.3
612,SouthForest,Oak,Control,256.1,4.66,50.9,110.42,105.11,23.13,24.88,15.2,14.81
613,EastForest,Pine,Intervention,569.8,5.57,40.3,84.44,87.01,24.28,28.33,15.78,16.35
614,EastForest,Mixed,Intervention,444.5,2.2,31.3,108.7,93.57,32.79,34.23,16.96,17.13
615,WestForest,Oak,Intervention,600.6,7.96,61.8,115.91,102.82,28.26,33.04,18.14,18.29
616,SouthForest,Scrub,Control,315.0,4.11,73.4,132.9,126.03,29.66,28.67,17.38,16.69
617,NorthForest,Oak,Control,363.9,6.96,57.1,101.67,104.61,25.24,26.4,17.56,17.68
618,WestForest,Pine,Intervention,705.9,5.35,25.2,128.39,120.39,24.75,27.41,21.23,22.09
619,NorthForest,Pine,Intervention,458.3,5.46,57.3,153.88,135.26,34.02,35.71,23.82,23.23
620,WestForest,Mixed,Intervention,448.9,2.46,31.2,110.55,106.12,18.17,19.23,15.28,16.75
621,EastForest,Mixed,Intervention,476.6,4.6,64.4,160.91,156.51,33.85,37.72,11.91,11.99
622,EastForest,Pine,Intervention,356.6,4.12,54.3,174.32,161.99,18.31,20.02,21.12,22.24
623,WestForest,Mixed,Control,329.1,10.42,75.2,154.35,158.73,30.39,31.9,15.42,16.23
624,NorthForest,Mixed,Intervention,511.4,6.49,56.6,123.6,107.05,37.26,41.43,14.63,16.01
625,WestForest,Scrub,Control,233.8,11.82,71.3,122.51,115.37,27.61,30.77,13.53,12.89
626,SouthForest,Oak,Control,537.4,1.55,56.2,134.27,129.2,31.69,31.31,13.67,13.59
627,WestForest,Mixed,Intervention,427.6,5.28,40.4,81.54,73.36,22.21,24.51,16.42,15.82
628,WestForest,Mixed,Intervention,474.5,13.32,58.8,84.1,62.33,32.39,36.46,22.0,21.45
629,EastForest,Oak,Control,670.4,3.12,82.7,111.29,104.42,28.48,28.86,19.9,20.91
630,EastForest,Oak,Intervention,531.2,6.64,31.9,114.95,104.41,30.89,34.14,20.35,19.22
631,WestForest,Mixed,Intervention,340.5,1.99,73.5,129.6,118.95,16.34,19.61,19.56,19.64
632,NorthForest,Pine,Intervention,516.6,8.82,78.3,133.04,121.9,24.14,26.18,17.71,17.24
633,SouthForest,Pine,Control,641.4,0.93,36.7,109.28,104.65,30.18,30.48,22.61,22.41
634,SouthForest,Mixed,Control,222.4,4.0,75.8,108.44,105.31,23.08,20.3,19.45,18.91
635,SouthForest,Pine,Intervention,489.5,2.36,45.3,144.41,121.75,27.47,30.7,17.39,17.77
636,EastForest,Oak,Control,585.9,8.28,82.7,89.51,88.91,27.99,27.29,18.19,18.6
637,WestForest,Scrub,Intervention,452.5,7.17,68.9,120.33,105.19,39.87,42.93,20.49,19.79
638,NorthForest,Pine,Control,399.9,3.65,89.9,113.19,106.87,20.95,22.69,20.78,20.78
639,EastForest,Oak,Control,536.2,5.89,78.6,101.75,92.27,18.66,17.02,16.25,17.34
640,WestForest,Scrub,Intervention,331.8,5.99,59.5,128.92,118.71,26.88,29.73,16.82,16.46
641,WestForest,Oak,Intervention,438.1,13.69,55.6,155.28,146.5,25.59,28.29,16.09,16.71
642,SouthForest,Pine,Control,424.9,8.47,69.2,139.27,135.62,30.45,30.28,18.18,17.77
643,NorthForest,Pine,Intervention,461.8,7.45,70.3,109.21,98.03,31.59,33.79,22.14,22.71
644,SouthForest,Pine,Intervention,508.3,2.64,51.2,120.03,96.64,18.4,23.44,15.98,15.6
645,WestForest,Mixed,Intervention,443.7,11.76,78.9,125.49,105.58,18.69,21.67,19.3,20.62
646,SouthForest,Mixed,Control,632.8,4.07,77.1,127.78,121.11,34.79,36.61,13.48,12.07
647,NorthForest,Mixed,Intervention,432.0,11.64,66.8,104.71,87.24,42.19,47.0,19.98,20.29
648,WestForest,Oak,Control,364.7,4.95,54.6,164.36,170.37,14.09,18.19,21.47,22.39
649,EastForest,Pine,Control,763.7,6.11,94.3,138.5,136.13,26.38,23.97,15.51,15.11
650,WestForest,Pine,Control,415.0,4.9,43.5,112.58,94.8,24.75,24.03,16.6,16.37
651,EastForest,Mixed,Control,272.3,12.77,44.7,85.19,89.47,37.45,39.77,20.42,20.13
652,NorthForest,Pine,Intervention,538.6,6.14,48.5,101.71,91.62,28.7,33.41,14.2,14.97
653,WestForest,Oak,Control,393.3,0.29,55.3,150.95,147.01,30.89,31.5,20.71,21.03
654,EastForest,Mixed,Intervention,599.3,4.26,63.2,138.91,127.52,24.72,27.92,21.31,22.57
655,WestForest,Mixed,Control,389.7,4.56,68.7,124.29,123.31,18.9,21.58,14.65,14.24
656,WestForest,Mixed,Intervention,560.3,5.25,70.3,126.49,123.49,23.6,26.55,20.19,20.37
657,NorthForest,Oak,Control,423.1,3.65,55.7,148.89,138.49,25.89,27.11,18.78,20.39
658,WestForest,Mixed,Control,572.3,4.38,40.4,133.09,126.7,14.46,15.46,17.45,18.4
659,WestForest,Pine,Intervention,415.3,18.64,33.5,108.07,87.82,29.21,36.46,18.64,20.08
660,NorthForest,Oak,Control,274.2,2.13,65.0,150.3,148.96,5.0,5.0,17.76,17.84
661,SouthForest,Mixed,Intervention,238.8,12.46,46.5,147.69,139.62,38.89,42.63,20.94,19.63
662,WestForest,Oak,Intervention,422.8,9.05,63.6,169.27,155.86,41.0,45.9,14.13,14.83
663,EastForest,Pine,Intervention,197.9,23.8,44.0,94.67,85.81,18.03,18.95,15.85,16.22
664,EastForest,Mixed,Intervention,564.8,5.25,66.8,178.68,173.95,32.11,37.79,20.7,20.93
665,NorthForest,Pine,Intervention,645.5,3.13,42.9,146.94,129.86,34.53,38.82,15.3,15.95
666,NorthForest,Pine,Intervention,268.9,6.86,42.3,102.96,91.16,44.59,48.15,23.9,25.0
667,SouthForest,Pine,Intervention,487.7,3.19,51.1,104.43,90.57,29.59,33.55,13.54,13.57
668,WestForest,Mixed,Intervention,272.2,6.22,64.1,112.45,98.06,30.37,32.84,18.56,19.58
669,SouthForest,Oak,Intervention,535.0,4.15,70.5,189.03,188.93,25.92,30.15,13.53,14.19
670,SouthForest,Mixed,Intervention,481.8,2.51,68.6,156.69,134.19,31.04,33.36,15.53,15.61
671,WestForest,Oak,Intervention,381.7,3.69,64.2,124.82,117.25,27.4,29.46,19.1,19.65
672,NorthForest,Oak,Intervention,577.6,1.09,69.2,147.03,146.21,42.82,47.16,16.59,18.42
673,WestForest,Mixed,Intervention,478.5,8.17,44.3,99.3,92.99,25.58,27.77,12.7,12.63
674,WestForest,Pine,Control,472.5,1.77,62.0,149.51,146.13,38.22,36.37,20.93,20.52
675,EastForest,Oak,Control,433.7,12.68,72.7,83.44,78.99,33.49,33.09,16.44,17.34
676,EastForest,Pine,Intervention,263.2,9.7,70.1,130.25,121.0,35.56,37.48,22.74,24.19
677,EastForest,Pine,Control,498.5,1.77,55.4,127.07,127.92,19.87,18.2,24.16,22.59
678,SouthForest,Pine,Intervention,372.9,12.49,51.7,147.11,133.86,7.89,13.41,21.19,21.97
679,WestForest,Oak,Control,381.0,11.38,52.4,126.34,113.1,22.71,24.43,17.35,18.35
680,EastForest,Pine,Intervention,348.9,2.62,65.2,101.01,82.97,24.5,26.7,19.1,19.39
681,WestForest,Mixed,Intervention,369.7,3.44,57.0,100.66,86.94,29.26,31.23,12.98,12.93
682,NorthForest,Mixed,Intervention,266.3,5.67,77.9,113.42,97.6,25.06,28.23,17.94,17.53
683,EastForest,Pine,Control,516.4,7.04,65.2,180.44,171.01,30.41,30.09,14.64,14.27
684,WestForest,Oak,Control,251.2,2.17,70.4,112.87,104.15,39.42,40.03,15.32,15.71
685,EastForest,Mixed,Intervention,625.7,8.41,60.2,118.79,103.67,19.76,22.7,18.85,18.13
686,NorthForest,Scrub,Control,423.5,10.39,58.1,96.0,84.47,19.63,19.22,17.49,17.6
687,EastForest,Pine,Control,510.4,1.57,49.9,134.37,134.84,12.65,15.31,16.05,15.56
688,NorthForest,Pine,Control,204.2,6.77,73.6,138.59,139.5,25.55,27.84,12.94,13.6
689,SouthForest,Pine,Intervention,469.7,10.17,75.5,85.73,75.53,30.49,35.42,20.15,20.55
690,WestForest,Scrub,Control,325.3,6.75,49.0,129.17,127.04,37.59,38.64,16.08,17.18
691,NorthForest,Mixed,Intervention,302.7,5.78,45.0,140.6,126.4,19.98,22.64,12.08,11.7
692,SouthForest,Pine,Intervention,322.2,3.71,83.8,99.83,103.48,19.71,22.6,19.39,20.34
693,WestForest,Pine,Control,457.2,14.46,69.9,143.82,151.41,30.65,28.37,18.14,18.63
694,SouthForest,Oak,Intervention,598.0,5.75,88.8,124.43,111.28,42.67,44.52,13.98,14.75
695,NorthForest,Oak,Control,324.9,16.0,60.8,148.35,156.73,29.16,30.79,17.36,16.81
696,NorthForest,Mixed,Control,466.0,3.81,49.9,136.41,133.44,30.76,33.34,15.42,15.96
697,NorthForest,Mixed,Control,609.2,8.33,73.3,128.65,121.08,42.65,42.22,15.83,15.3
698,EastForest,Mixed,Intervention,629.9,4.56,50.9,126.15,105.11,38.11,39.38,24.18,26.49
699,EastForest,Oak,Intervention,506.3,1.91,73.6,143.95,118.4,32.23,37.03,22.1,22.04
700,WestForest,Oak,Control,262.5,3.01,60.8,103.65,97.43,36.44,38.6,23.94,23.39
701,WestForest,Mixed,Control,655.0,0.45,58.6,96.89,88.56,19.9,17.98,17.65,17.21
702,EastForest,Mixed,Control,251.2,5.18,71.9,108.64,105.22,20.96,20.42,16.6,15.99
703,WestForest,Pine,Control,385.7,10.0,65.1,131.65,130.99,31.73,31.79,20.52,20.61
704,NorthForest,Pine,Control,386.5,8.35,60.7,113.88,112.12,19.85,22.09,15.49,15.16
705,NorthForest,Mixed,Intervention,535.4,14.83,43.2,91.7,94.38,31.9,33.48,16.76,16.68
706,SouthForest,Pine,Control,284.6,12.85,45.6,120.28,130.04,18.46,21.2,14.48,12.12
707,WestForest,Mixed,Intervention,328.9,7.77,46.7,151.34,134.19,33.78,35.25,13.98,14.95
708,EastForest,Pine,Control,483.5,8.02,47.8,140.76,132.39,23.37,24.06,20.52,20.96
709,EastForest,Oak,Intervention,219.2,6.38,59.9,93.43,77.09,19.85,21.6,20.91,20.66
710,WestForest,Mixed,Intervention,522.8,10.52,68.4,83.09,71.27,32.37,34.57,18.31,18.47
711,WestForest,Mixed,Control,711.4,8.68,39.4,161.4,155.58,27.68,28.89,20.75,19.46
712,NorthForest,Pine,Intervention,410.6,5.46,39.9,136.16,125.08,34.06,35.78,19.42,18.64
713,WestForest,Oak,Intervention,309.5,4.76,57.7,118.38,100.48,33.92,37.59,18.73,18.16
714,NorthForest,Mixed,Intervention,668.9,1.74,100.0,117.28,105.06,24.37,29.34,17.41,18.98
715,SouthForest,Oak,Control,540.1,0.47,58.0,106.05,98.07,30.33,29.18,15.28,16.2
716,WestForest,Oak,Control,596.7,6.7,58.0,146.57,140.89,36.66,35.93,16.19,16.14
717,WestForest,Oak,Intervention,489.1,6.79,59.7,93.38,78.14,20.94,23.28,16.78,17.3
718,EastForest,Mixed,Control,602.0,4.46,50.4,97.47,85.55,21.36,23.57,16.85,17.25
719,SouthForest,Oak,Control,589.5,9.75,63.4,117.72,116.38,26.2,26.18,20.26,20.26
720,SouthForest,Mixed,Control,443.9,5.44,65.8,151.48,142.27,35.76,35.05,19.46,18.0
721,EastForest,Mixed,Intervention,330.6,7.1,50.6,125.87,101.44,29.4,33.53,15.05,14.52
722,SouthForest,Mixed,Intervention,325.9,2.37,47.5,92.4,77.45,26.19,29.61,22.41,23.33
723,EastForest,Mixed,Intervention,432.8,11.82,58.1,123.73,102.97,19.57,20.32,19.82,19.95
724,WestForest,Mixed,Intervention,361.5,3.71,63.8,140.78,121.99,23.68,26.54,22.9,23.24
725,NorthForest,Oak,Intervention,327.8,7.24,69.3,71.64,54.82,27.13,28.18,18.97,18.86
726,WestForest,Mixed,Control,575.0,11.13,56.5,127.16,127.61,33.32,36.8,17.92,17.52
727,EastForest,Pine,Control,317.8,4.19,55.1,113.43,107.02,18.92,20.15,8.85,8.41
728,WestForest,Oak,Control,258.4,1.12,50.2,119.89,114.88,29.43,31.11,15.84,16.15
729,SouthForest,Mixed,Control,469.2,3.35,59.7,112.64,106.43,40.9,41.63,19.22,19.12
730,NorthForest,Scrub,Intervention,554.5,1.46,76.7,62.46,55.21,25.8,26.75,19.79,20.78
731,NorthForest,Mixed,Control,346.2,1.52,42.2,138.23,133.75,24.69,25.0,19.37,20.1
732,SouthForest,Scrub,Control,582.8,11.59,49.9,67.36,70.19,29.18,28.56,12.96,13.13
733,WestForest,Mixed,Intervention,286.7,8.25,65.2,119.08,96.96,26.49,30.41,16.28,17.52
734,EastForest,Oak,Control,655.1,6.66,44.2,105.54,108.54,20.19,21.84,17.39,17.42
735,SouthForest,Oak,Control,578.7,1.24,49.4,133.07,133.01,22.11,21.98,18.18,18.43
736,EastForest,Mixed,Control,312.3,3.7,70.5,137.89,132.72,22.62,23.89,18.78,17.98
737,NorthForest,Mixed,Intervention,653.3,1.47,78.5,121.22,116.6,22.94,27.22,18.82,17.99
738,EastForest,Pine,Intervention,445.9,2.5,66.5,102.52,93.64,19.98,23.74,18.6,19.13
739,WestForest,Pine,Control,221.7,7.27,33.2,120.23,108.74,14.69,16.93,15.72,15.49
740,NorthForest,Oak,Control,349.3,1.67,56.2,87.21,94.39,35.65,35.53,18.76,18.73
741,NorthForest,Pine,Intervention,421.4,8.51,96.1,168.59,143.62,22.31,26.75,16.67,16.43
742,NorthForest,Mixed,Intervention,348.8,3.73,71.9,132.43,122.9,27.32,31.78,21.41,20.89
743,SouthForest,Oak,Control,595.5,9.4,81.4,135.86,125.64,37.78,35.51,15.61,14.34
744,NorthForest,Pine,Intervention,593.1,1.82,72.4,178.77,163.93,18.09,21.52,21.83,20.87
745,EastForest,Pine,Intervention,157.3,2.44,64.0,57.2,41.81,35.8,38.57,18.88,18.2
746,NorthForest,Oak,Control,676.1,10.89,90.7,80.51,71.9,19.9,21.45,17.66,17.49
747,EastForest,Mixed,Control,515.0,12.1,51.7,151.2,148.69,26.9,26.68,19.03,20.63
748,SouthForest,Mixed,Control,529.5,5.39,78.8,153.42,143.69,24.31,23.58,15.69,14.24
749,WestForest,Pine,Control,411.3,12.43,40.1,97.08,88.04,15.75,18.27,14.64,12.9
750,WestForest,Mixed,Control,585.4,6.47,46.6,127.71,121.26,23.46,24.01,17.88,18.15
751,SouthForest,Oak,Intervention,482.1,4.84,37.4,127.13,108.86,20.0,22.78,16.21,16.62
752,EastForest,Mixed,Control,529.8,5.0,39.0,120.13,115.17,34.16,33.61,15.3,15.37
753,NorthForest,Pine,Intervention,426.0,1.15,60.7,153.79,145.33,31.04,32.92,16.9,18.07
754,WestForest,Oak,Control,266.3,2.81,50.9,91.7,86.27,32.45,33.85,16.96,17.21
755,SouthForest,Mixed,Control,456.0,8.38,66.9,83.84,78.85,27.64,28.64,20.76,18.76
756,WestForest,Scrub,Control,437.9,4.34,52.6,113.48,111.71,24.19,26.06,21.89,23.15
757,NorthForest,Pine,Intervention,396.3,4.35,17.7,151.62,143.87,32.15,34.32,21.91,22.06
758,SouthForest,Pine,Intervention,373.5,22.13,74.7,118.61,119.04,19.0,21.28,18.8,18.35
759,EastForest,Pine,Intervention,358.7,11.67,55.5,125.7,113.34,16.7,18.7,14.78,14.3
760,SouthForest,Oak,Control,445.0,11.75,77.6,108.84,101.07,27.21,27.32,22.0,21.61
761,WestForest,Pine,Control,483.8,3.54,46.5,113.09,104.16,19.03,19.78,14.23,14.75
762,WestForest,Pine,Intervention,411.3,13.76,60.0,112.56,96.52,32.98,35.88,21.44,21.33
763,NorthForest,Pine,Intervention,404.8,6.02,56.2,112.82,103.87,25.48,26.75,12.45,11.87
764,NorthForest,Mixed,Intervention,502.0,5.15,88.5,124.33,108.63,37.01,41.28,22.3,21.98
765,NorthForest,Pine,Control,346.9,4.09,94.3,130.73,125.16,22.57,20.81,19.39,20.42
766,WestForest,Pine,Intervention,444.5,12.34,54.0,134.97,120.55,30.83,34.27,14.96,13.33
767,SouthForest,Oak,Intervention,257.6,20.45,80.2,149.75,136.88,32.11,33.46,16.31,16.26
768,NorthForest,Oak,Control,533.3,0.73,63.9,114.79,115.68,37.97,39.47,17.33,17.59
769,WestForest,Oak,Control,385.7,6.74,55.3,107.92,99.76,22.87,22.92,13.44,13.47
770,NorthForest,Mixed,Intervention,346.4,1.21,54.8,101.69,94.42,36.41,38.47,19.25,19.74
771,SouthForest,Mixed,Control,544.5,1.48,52.9,139.46,131.86,27.37,25.23,17.41,18.28
772,WestForest,Mixed,Intervention,506.5,3.03,49.4,103.82,96.54,21.07,22.16,20.89,22.63
773,EastForest,Oak,Control,412.3,1.07,83.2,111.93,113.33,28.52,28.97,21.94,21.54
774,EastForest,Pine,Intervention,581.2,17.05,67.4,114.98,97.71,29.55,32.72,20.12,19.89
775,EastForest,Mixed,Control,353.0,3.63,83.6,161.64,151.49,21.61,22.51,15.85,15.72
776,WestForest,Oak,Intervention,413.8,5.05,59.2,134.2,113.96,32.11,36.29,14.39,14.5
777,WestForest,Mixed,Control,507.2,6.72,48.7,113.63,110.08,25.57,24.66,20.36,19.46
778,SouthForest,Pine,Intervention,412.9,1.37,25.4,48.52,29.74,28.22,31.05,16.16,16.59
779,WestForest,Oak,Intervention,381.3,1.3,70.7,168.05,164.47,26.85,32.57,18.21,18.4
780,SouthForest,Scrub,Control,294.7,6.52,35.2,175.6,171.94,32.58,32.41,20.28,18.16
781,WestForest,Scrub,Intervention,361.3,4.94,35.0,99.28,88.39,29.85,35.13,20.18,20.25
782,WestForest,Oak,Control,637.2,10.62,63.0,127.49,125.29,31.69,30.33,18.22,18.77
783,WestForest,Oak,Control,505.1,11.25,55.0,114.35,110.9,26.17,26.35,18.14,18.65
784,WestForest,Pine,Intervention,516.5,0.95,64.4,142.95,131.78,31.5,34.81,14.31,14.44
785,EastForest,Mixed,Control,513.8,4.08,54.6,114.38,100.39,37.33,36.36,23.04,23.64
786,EastForest,Oak,Intervention,772.8,1.24,68.8,132.56,121.97,27.33,30.37,23.03,22.59
787,EastForest,Pine,Control,366.1,1.14,33.8,90.75,84.25,25.28,27.17,18.49,18.16
788,EastForest,Scrub,Intervention,480.4,11.27,75.8,121.19,117.3,25.01,28.83,16.35,16.02
789,WestForest,Pine,Control,499.3,2.83,84.1,103.35,104.39,28.86,27.43,15.86,16.25
790,EastForest,Pine,Control,483.1,2.79,100.0,158.47,153.33,30.81,31.3,17.06,15.64
791,WestForest,Pine,Intervention,500.3,8.62,56.3,104.41,99.14,36.82,38.11,17.01,15.5
792,NorthForest,Pine,Intervention,255.6,6.58,66.3,111.5,96.46,27.37,29.85,19.22,18.8
793,SouthForest,Mixed,Intervention,487.7,4.71,72.9,101.77,88.44,32.81,33.98,12.42,14.63
794,SouthForest,Mixed,Intervention,351.5,5.33,56.1,132.5,114.31,15.39,19.29,15.76,16.19
795,WestForest,Pine,Control,367.7,10.09,67.2,121.92,119.62,36.87,38.49,17.85,17.07
796,EastForest,Mixed,Intervention,510.2,11.05,70.4,103.35,92.01,22.67,24.64,19.73,20.79
797,EastForest,Oak,Control,507.2,6.23,50.7,150.37,141.71,27.18,26.08,22.72,21.15
798,SouthForest,Mixed,Intervention,606.7,6.74,62.2,143.01,133.63,30.16,33.7,20.02,21.83
799,WestForest,Mixed,Intervention,286.0,16.69,41.7,121.36,102.78,28.2,32.42,23.24,23.28
800,NorthForest,Pine,Control,359.7,6.02,61.4,116.17,106.0,30.27,30.71,19.22,20.56
