MAKE,PRICE,YEAR,KILOMETER,FUEL TYPE,TRANSMISSION,COLOR,OWNER,SELLER TYPE,ENGINE,MAX POWER,MAX TORQUE,DRIVETRAIN,LENGTH,WIDTH,HEIGHT,SEATING CAPACITY,FUEL TANK CAPACITY
Honda,695000,2017,51292,Petrol,Manual,White,First,Individual,1497.0,117.0,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
Ford,465000,2015,89000,Diesel,Manual,Orange,Second,Individual,1498.0,99.0,215.0,FWD,3886.0,1695.0,1525.0,5.0,40.0
Toyota,735000,2019,55000,Petrol,Manual,Silver,First,Individual,1197.0,82.0,113.0,FWD,3995.0,1745.0,1510.0,5.0,37.0
Mercedes-Benz,1300000,1988,71000,Petrol,Automatic,Red,Third,Individual,1991.0,181.0,300.0,RWD,5063.0,1860.0,1494.0,5.0,80.0
Hyundai,1848999,2021,20000,Diesel,Manual,White,First,Individual,1493.0,113.0,250.0,FWD,4500.0,1790.0,1675.0,7.0,50.0
Honda,685000,2016,68500,Petrol,Manual,Bronze,First,Individual,1497.0,117.0,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
Hyundai,875000,2014,99000,Diesel,Automatic,White,First,Corporate,2199.0,194.0,437.0,AWD,4690.0,1880.0,1690.0,7.0,64.0
Toyota,2039999,2018,110000,Diesel,Automatic,Bronze,First,Corporate,2755.0,172.0,360.0,RWD,4735.0,1830.0,1795.0,7.0,55.0
Toyota,700000,2019,19244,Petrol,Manual,Red,First,Individual,1197.0,82.0,113.0,FWD,3995.0,1745.0,1510.0,5.0,37.0
Maruti Suzuki,550000,2020,19000,Petrol,Manual,Blue,First,Individual,1197.0,82.0,113.0,FWD,3655.0,1620.0,1675.0,5.0,32.0
Hyundai,825000,2015,75000,Diesel,Automatic,Silver,Second,Individual,2199.0,194.0,437.0,AWD,4690.0,1880.0,1690.0,7.0,64.0
Toyota,3100000,2021,29000,Diesel,Manual,White,First,Individual,2393.0,148.0,343.0,RWD,4735.0,1830.0,1795.0,7.0,55.0
Audi,1400000,2013,60000,Diesel,Automatic,Grey,Second,Individual,1968.0,177.0,380.0,FWD,4915.0,1874.0,1455.0,5.0,65.0
Maruti Suzuki,425000,2015,80000,Petrol,Manual,White,Second,Individual,1197.0,85.0,114.0,FWD,3850.0,1695.0,1530.0,5.0,42.0
Lexus,4375000,2018,54500,Petrol,Automatic,Black,Second,Individual,2494.0,194.0,210.0,AWD,4640.0,1845.0,1645.0,5.0,56.0
Toyota,3000000,2021,38000,Diesel,Automatic,Purple,First,Individual,2393.0,148.0,360.0,RWD,4735.0,1830.0,1795.0,7.0,55.0
Mercedes-Benz,6600000,2021,16785,Petrol,Automatic,White,First,Individual,1991.0,194.0,320.0,RWD,4658.0,1890.0,1644.0,5.0,66.0
Maruti Suzuki,640000,2016,52000,Diesel,Manual,Blue,Second,Individual,1248.0,89.0,200.0,FWD,3995.0,1790.0,1640.0,5.0,48.0
Hyundai,275000,2013,76000,CNG,Manual,White,First,Individual,1086.0,62.0,96.0,FWD,3565.0,1525.0,1590.0,5.0,35.0
Hyundai,695000,2019,42678,Petrol,Manual,Blue,First,Individual,1197.0,82.0,115.0,FWD,3985.0,1734.0,1505.0,5.0,45.0
Renault,690000,2016,65000,Diesel,Manual,Grey,Second,Individual,1461.0,108.0,248.0,FWD,4315.0,1822.0,1695.0,5.0,50.0
Volkswagen,1500000,2021,31000,Petrol,Automatic,Silver,First,Individual,999.0,114.0,178.0,FWD,4221.0,1760.0,1612.0,5.0,50.0
Maruti Suzuki,270000,2014,82682,Petrol,Manual,White,First,Individual,998.0,67.0,90.0,FWD,3620.0,1475.0,1460.0,5.0,35.0
Hyundai,545000,2016,70500,Diesel,Manual,White,First,Individual,1396.0,89.0,220.0,FWD,3995.0,1760.0,1555.0,5.0,45.0
MG,1875000,2021,10000,Petrol,Automatic,Red,First,Individual,1451.0,141.0,250.0,FWD,4720.0,1835.0,1760.0,6.0,60.0
Renault,254999,2016,57159,Petrol,Manual,Silver,First,Individual,799.0,53.0,72.0,FWD,3679.0,1579.0,1478.0,5.0,28.0
Land Rover,2785000,2016,120000,Diesel,Automatic,Blue,First,Individual,2993.0,245.0,600.0,AWD,4838.0,1915.0,1837.0,7.0,82.0
Mahindra,1800000,2021,17000,Diesel,Manual,Black,First,Individual,2184.0,130.0,300.0,AWD,3985.0,1820.0,1844.0,4.0,57.0
Honda,475000,2012,40000,Petrol,Automatic,Red,Second,Individual,1497.0,116.0,146.0,FWD,4440.0,1695.0,1485.0,5.0,42.0
Hyundai,650000,2020,58100,Petrol,Manual,White,First,Individual,1197.0,82.0,115.0,FWD,3985.0,1734.0,1505.0,5.0,45.0
Toyota,1199000,2012,12749,Diesel,Manual,Grey,First,Individual,2982.0,169.0,343.0,AWD,4705.0,1840.0,1850.0,7.0,80.0
Hyundai,650000,2013,83466,Diesel,Automatic,White,First,Individual,2199.0,195.0,436.0,AWD,4660.0,1890.0,1760.0,7.0,70.0
Mahindra,795000,2015,86000,Diesel,Manual,White,Second,Individual,2523.0,75.0,200.0,RWD,4456.0,1820.0,1930.0,8.0,60.0
Mercedes-Benz,2385000,2015,60921,Petrol,Automatic,Black,Second,Individual,1991.0,181.0,300.0,RWD,4686.0,1810.0,1442.0,5.0,66.0
Audi,1700000,2014,78000,Diesel,Automatic,Brown,First,Individual,1968.0,174.0,380.0,AWD,4629.0,1898.0,1653.0,5.0,75.0
Hyundai,380000,2012,53000,Petrol,Manual,Grey,First,Corporate,1591.0,121.0,158.0,FWD,4370.0,1700.0,1475.0,5.0,43.0
Renault,295000,2016,34736,Petrol,Manual,Red,First,Individual,999.0,67.0,91.0,FWD,3679.0,1579.0,1478.0,5.0,28.0
Tata,1750000,2020,14400,Diesel,Manual,Silver,First,Individual,1956.0,168.0,350.0,FWD,4598.0,1894.0,1706.0,5.0,50.0
Audi,2180000,2018,77590,Petrol,Automatic,Blue,First,Individual,1395.0,148.0,250.0,FWD,4456.0,1796.0,1416.0,5.0,50.0
Ford,8000000,2017,25000,Petrol,Automatic,Black,Third,Individual,4951.0,396.0,515.0,RWD,4784.0,2080.0,1391.0,4.0,60.9
Jaguar,4325000,2018,40545,Diesel,Automatic,Grey,First,Individual,1999.0,177.0,430.0,AWD,4731.0,2071.0,1651.0,5.0,82.0
Maruti Suzuki,155000,2009,56852,CNG,Manual,Gold,Second,Individual,796.0,39.0,54.0,FWD,3495.0,1475.0,1460.0,5.0,35.0
Maruti Suzuki,735000,2018,42000,Petrol,Automatic,Blue,First,Individual,1197.0,82.0,113.0,FWD,3995.0,1735.0,1515.0,5.0,37.0
Skoda,900000,2018,55000,Petrol,Automatic,Grey,Second,Individual,1598.0,104.0,153.0,FWD,4413.0,1699.0,1466.0,5.0,55.0
Skoda,795000,2014,53000,Petrol,Automatic,White,Second,Individual,1798.0,158.0,250.0,FWD,4838.0,1817.0,1482.0,5.0,60.0
MINI,3300000,2018,17000,Diesel,Automatic,Green,First,Individual,1496.0,114.0,270.0,FWD,3821.0,1727.0,1414.0,5.0,44.0
Toyota,3775000,2020,50000,Diesel,Automatic,White,First,Individual,2755.0,174.0,450.0,RWD,4795.0,1855.0,1835.0,7.0,80.0
Maruti Suzuki,725000,2017,75793,Diesel,Manual,White,First,Individual,1248.0,89.0,200.0,FWD,3995.0,1790.0,1640.0,5.0,48.0
Volvo,994999,2012,89311,Diesel,Automatic,White,First,Individual,1984.0,165.0,400.0,FWD,4635.0,1865.0,1484.0,5.0,67.5
Maruti Suzuki,785000,2018,80000,Diesel,Manual,Grey,First,Individual,1248.0,89.0,200.0,FWD,3995.0,1790.0,1640.0,5.0,48.0
Porsche,7500000,2020,38000,Petrol,Automatic,Blue,First,Individual,2995.0,349.0,480.0,AWD,4696.0,1923.0,1624.0,5.0,65.0
Toyota,2799000,2019,69500,Diesel,Automatic,White,Second,Individual,2755.0,174.0,450.0,RWD,4795.0,1855.0,1835.0,7.0,80.0
Maruti Suzuki,390000,2018,66794,Petrol,Manual,Others,First,Individual,998.0,67.0,90.0,FWD,3599.0,1495.0,1700.0,5.0,35.0
Porsche,9000000,2019,27000,Petrol,Automatic,Red,First,Corporate,1984.0,248.0,370.0,AWD,4696.0,1923.0,1624.0,5.0,65.0
Maruti Suzuki,675000,2017,35616,Petrol,Automatic,Blue,First,Individual,1197.0,83.0,115.0,FWD,3995.0,1745.0,1500.0,5.0,37.0
Maruti Suzuki,320000,2015,64000,Petrol,Manual,Blue,First,Individual,1196.0,73.0,101.0,RWD,3675.0,1475.0,1800.0,5.0,40.0
Maruti Suzuki,840000,2020,7000,Petrol,Automatic,Maroon,First,Individual,1197.0,83.0,115.0,FWD,3995.0,1745.0,1500.0,5.0,37.0
Maruti Suzuki,310000,2015,45000,Petrol,Manual,Brown,First,Individual,998.0,67.0,90.0,FWD,3599.0,1495.0,1700.0,5.0,35.0
Maruti Suzuki,795000,2017,9000,Petrol,Manual,Grey,First,Individual,1373.0,94.0,130.0,FWD,4296.0,1695.0,1685.0,7.0,45.0
Maruti Suzuki,310000,2015,67738,CNG,Manual,White,Second,Individual,998.0,58.0,77.0,FWD,3599.0,1495.0,1700.0,5.0,35.0
Toyota,860000,2021,11030,Petrol,Manual,Blue,First,Individual,1197.0,82.0,113.0,FWD,3995.0,1745.0,1510.0,5.0,37.0
Hyundai,390000,2015,49123,Petrol,Manual,White,First,Individual,1197.0,79.0,112.7619,FWD,3585.0,1595.0,1550.0,5.0,35.0
Maruti Suzuki,520000,2018,46000,Diesel,Manual,White,First,Individual,1248.0,74.0,190.0,FWD,3995.0,1695.0,1555.0,5.0,42.0
Maruti Suzuki,675000,2018,64000,Diesel,Manual,White,First,Individual,1248.0,89.0,200.0,FWD,3995.0,1790.0,1640.0,5.0,48.0
Maruti Suzuki,475000,2021,7942,Petrol,Manual,Red,First,Individual,998.0,67.0,90.0,FWD,3565.0,1520.0,1564.0,5.0,27.0
Maruti Suzuki,265000,2017,52100,Petrol,Manual,White,First,Individual,796.0,47.0,69.0,FWD,3395.0,1490.0,1475.0,5.0,35.0
Skoda,950000,2019,32809,Diesel,Manual,Silver,First,Individual,1598.0,105.0,250.0,FWD,4386.0,1699.0,1466.0,5.0,55.0
Toyota,1750000,2014,101000,Diesel,Automatic,White,First,Individual,2982.0,169.0,360.0,RWD,4705.0,1840.0,1850.0,7.0,80.0
Audi,2225000,2016,40500,Diesel,Automatic,White,First,Individual,1968.0,141.0,320.0,FWD,4456.0,1796.0,1416.0,5.0,50.0
Jeep,1748999,2021,25700,Petrol,Manual,Black,First,Corporate,1368.0,160.0,250.0,FWD,4395.0,1818.0,1640.0,5.0,60.0
Mercedes-Benz,2250000,2014,85000,Diesel,Automatic,White,Second,Individual,2143.0,203.0,500.0,AWD,4804.0,2141.0,1796.0,5.0,70.0
Hyundai,690000,2017,17268,Petrol,Manual,Red,First,Individual,1197.0,82.0,115.0,FWD,3985.0,1734.0,1505.0,5.0,45.0
Maruti Suzuki,561000,2017,68000,Petrol,Manual,Brown,First,Individual,1197.0,83.0,115.0,FWD,3995.0,1745.0,1500.0,5.0,37.0
Maruti Suzuki,595000,2017,44100,Petrol,Automatic,Silver,First,Corporate,1197.0,83.0,115.0,FWD,3995.0,1695.0,1555.0,5.0,42.0
Hyundai,450000,2014,23000,Petrol,Manual,Brown,First,Individual,1197.0,83.0,113.796,FWD,3995.0,1710.0,1505.0,5.0,45.0
Mercedes-Benz,4590000,2018,95786,Diesel,Automatic,Black,First,Individual,2143.0,201.0,500.0,AWD,4819.0,2141.0,1796.0,5.0,93.0
Audi,2150000,2016,95401,Diesel,Automatic,Black,First,Individual,1968.0,174.0,380.0,AWD,4385.0,1831.0,1608.0,5.0,64.0
Kia,1850000,2020,7000,Petrol,Automatic,Black,First,Individual,1353.0,138.0,242.0,FWD,4315.0,1800.0,1645.0,5.0,50.0
Hyundai,1175000,2017,24000,Petrol,Automatic,White,First,Individual,1999.0,150.0,192.0,FWD,4620.0,1800.0,1465.0,5.0,50.0
Hyundai,400000,2015,41273,Petrol,Manual,White,First,Individual,1495.0,94.0,125.0,FWD,4250.0,1670.0,1370.0,5.0,45.0
Hyundai,1100000,2018,65954,Diesel,Manual,Red,First,Individual,1582.0,126.0,260.0,FWD,4270.0,1780.0,1665.0,5.0,55.0
Hyundai,395000,2016,28000,Petrol,Manual,Maroon,First,Individual,1197.0,79.0,112.7619,FWD,3585.0,1595.0,1550.0,5.0,35.0
Maruti Suzuki,425000,2021,38848,Petrol,Manual,Silver,First,Individual,998.0,67.0,90.0,FWD,3565.0,1520.0,1564.0,5.0,27.0
Toyota,2190000,2017,30000,Diesel,Manual,Maroon,First,Individual,2393.0,148.0,343.0,RWD,4735.0,1830.0,1795.0,7.0,55.0
Lexus,4800000,2020,27000,Hybrid,Automatic,Blue,First,Individual,2487.0,176.0,221.0,FWD,4975.0,1865.0,1445.0,5.0,50.0
Maruti Suzuki,421000,2017,69000,Petrol,Manual,Grey,First,Individual,1197.0,83.0,115.0,FWD,3995.0,1695.0,1555.0,5.0,42.0
Hyundai,560000,2016,22700,Petrol,Manual,Red,First,Individual,1197.0,82.0,115.0,FWD,3995.0,1760.0,1555.0,5.0,45.0
Audi,3250000,2019,41000,Diesel,Automatic,White,Second,Individual,1968.0,184.0,380.0,AWD,4385.0,1831.0,1608.0,5.0,64.0
Mahindra,875000,2014,100000,Diesel,Manual,Red,Second,Individual,2179.0,120.0,280.0,RWD,4456.0,1820.0,1995.0,8.0,60.0
Maruti Suzuki,899000,2018,13066,Petrol,Manual,Grey,First,Individual,1373.0,91.0,130.0,FWD,4490.0,1730.0,1485.0,5.0,43.0
Renault,425000,2015,75000,Diesel,Manual,Black,First,Individual,1461.0,84.0,200.0,FWD,4315.0,1822.0,1695.0,5.0,50.0
Maruti Suzuki,425000,2019,53241,Petrol,Manual,Grey,First,Individual,998.0,67.0,90.0,FWD,3565.0,1520.0,1564.0,5.0,27.0
MINI,3875000,2021,12000,Petrol,Automatic,Green,First,Individual,1998.0,189.0,280.0,FWD,4299.0,1822.0,1557.0,5.0,47.0
Honda,500000,2013,65000,Petrol,Manual,Brown,First,Individual,1497.0,116.0,146.0,FWD,4440.0,1695.0,1485.0,5.0,42.0
Toyota,1225000,2012,97000,Diesel,Manual,White,Second,Individual,2982.0,169.0,343.0,RWD,4705.0,1840.0,1850.0,7.0,80.0
Toyota,1789999,2017,49000,Petrol,Automatic,Maroon,Second,Individual,2694.0,164.0,245.0,RWD,4735.0,1830.0,1795.0,7.0,65.0
Hyundai,240000,2013,64000,Petrol,Manual,White,First,Individual,998.0,68.0,94.0,FWD,3515.0,1500.0,1510.0,5.0,32.0
Honda,935000,2019,56000,Diesel,Manual,White,First,Individual,1498.0,99.0,200.0,FWD,3990.0,1680.0,1505.0,5.0,35.0
Maruti Suzuki,775000,2018,39000,Petrol,Automatic,Red,First,Individual,1197.0,82.0,113.0,FWD,3995.0,1745.0,1510.0,5.0,37.0
Mahindra,950000,2017,55000,Diesel,Manual,White,Second,Individual,1997.0,120.0,280.0,RWD,4456.0,1820.0,1995.0,8.0,60.0
Hyundai,549000,2018,53000,Petrol,Automatic,White,Second,Individual,1197.0,81.0,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0
Maruti Suzuki,645000,2021,1374,CNG,Manual,Grey,First,Individual,1196.0,73.0,101.0,RWD,3675.0,1475.0,1800.0,5.0,40.0
Mercedes-Benz,3400000,2018,68000,Diesel,Automatic,White,First,Individual,1950.0,192.0,400.0,RWD,4686.0,1810.0,1442.0,5.0,66.0
Hyundai,645000,2019,35000,Petrol,Manual,Grey,First,Individual,1197.0,82.0,115.0,FWD,3985.0,1734.0,1505.0,5.0,45.0
BMW,2600000,2016,39000,Diesel,Automatic,White,First,Individual,1995.0,190.0,400.0,RWD,4899.0,2094.0,1464.0,5.0,65.0
Audi,1375000,2011,62000,Diesel,Automatic,White,First,Individual,1968.0,177.0,380.0,FWD,4701.0,1826.0,1427.0,5.0,63.0
Honda,1340000,2021,11000,Petrol,Automatic,Black,First,Individual,1497.0,117.0,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
Maruti Suzuki,840000,2020,11000,Petrol,Manual,White,First,Individual,1197.0,82.0,113.0,FWD,3840.0,1735.0,1530.0,5.0,37.0
Maruti Suzuki,525000,2014,102000,Petrol,Manual,Grey,Second,Individual,1197.0,85.0,114.0,FWD,3995.0,1695.0,1555.0,5.0,42.0
Maruti Suzuki,625000,2022,7000,Petrol,Manual,Grey,First,Individual,1196.0,72.0,98.0,RWD,3675.0,1475.0,1825.0,7.0,40.0
Hyundai,215000,2012,20000,Petrol,Manual,Grey,First,Individual,814.0,55.0,75.0,FWD,3495.0,1550.0,1500.0,5.0,32.0
Hyundai,595000,2019,25000,Petrol,Manual,Silver,First,Individual,1197.0,81.0,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0
Audi,4150000,2022,22000,Petrol,Automatic,White,First,Individual,1984.0,188.0,320.0,FWD,4762.0,1847.0,1433.0,5.0,54.0
Maruti Suzuki,750000,2018,65000,Diesel,Manual,Blue,First,Individual,1248.0,74.0,190.0,FWD,3840.0,1735.0,1530.0,5.0,37.0
Ford,550000,2013,47000,Petrol,Manual,Black,First,Individual,1499.0,109.0,140.0,FWD,3999.0,1765.0,1708.0,5.0,52.0
Renault,450000,2016,2000000,Diesel,Manual,White,First,Individual,1461.0,108.0,248.0,FWD,4315.0,1822.0,1695.0,5.0,50.0
Jaguar,2700000,2018,45545,Diesel,Automatic,Red,Second,Individual,1999.0,177.0,430.0,RWD,4795.0,1967.0,1416.0,5.0,56.0
Mercedes-Benz,6150000,2018,18000,Diesel,Automatic,Black,First,Individual,2987.0,255.0,620.0,AWD,4819.0,2141.0,1796.0,5.0,93.0
Volkswagen,565000,2014,72782,Petrol,Manual,Grey,First,Individual,1198.0,74.0,110.0,FWD,3970.0,1682.0,1453.0,5.0,45.0
Maruti Suzuki,369000,2017,16800,Petrol,Manual,Grey,First,Individual,998.0,67.0,90.0,FWD,3545.0,1490.0,1475.0,5.0,35.0
Toyota,1090000,2019,40900,Petrol,Automatic,Red,First,Corporate,1496.0,106.0,140.0,FWD,4425.0,1730.0,1495.0,5.0,42.0
Honda,580000,2017,39000,Petrol,Manual,White,First,Corporate,1199.0,89.0,110.0,FWD,3999.0,1734.0,1601.0,5.0,40.0
BMW,2199000,2016,77000,Diesel,Automatic,Black,First,Individual,1995.0,184.0,350.0,RWD,4454.0,2044.0,1545.0,5.0,63.0
Mahindra,1251000,2018,120000,Diesel,Manual,Black,Second,Individual,2179.0,140.0,320.0,RWD,4456.0,1820.0,1995.0,7.0,60.0
Honda,540000,2017,38700,Petrol,Manual,Maroon,First,Individual,1198.0,87.0,109.0,FWD,3990.0,1680.0,1505.0,5.0,35.0
Maruti Suzuki,1245000,2021,7239,Petrol,Manual,White,First,Individual,1462.0,103.0,138.0,FWD,4445.0,1775.0,1700.0,6.0,45.0
BMW,4749000,2020,14000,Petrol,Automatic,White,First,Individual,1998.0,248.0,350.0,RWD,4633.0,1811.0,1429.0,5.0,57.0
Hyundai,365000,2014,76000,Petrol,Manual,White,First,Individual,1197.0,81.0,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0
BMW,4300000,2020,11000,Diesel,Automatic,Blue,First,Individual,1995.0,188.0,400.0,FWD,4526.0,1800.0,1420.0,5.0,50.0
Maruti Suzuki,825000,2019,81300,Diesel,Manual,White,First,Individual,1248.0,89.0,200.0,FWD,3995.0,1790.0,1640.0,5.0,48.0
Volkswagen,325000,2013,76000,Diesel,Manual,White,First,Individual,1598.0,103.0,250.0,FWD,3970.0,1682.0,1453.0,5.0,45.0
Tata,400000,2018,91460,Petrol,Manual,Black,First,Individual,1199.0,84.0,114.0,FWD,3746.0,1647.0,1535.0,5.0,35.0
Land Rover,3600000,2018,45000,Diesel,Automatic,Blue,First,Individual,1999.0,177.0,430.0,AWD,4360.0,2120.0,1635.0,5.0,57.0
Mahindra,671000,2013,47000,Diesel,Manual,White,First,Individual,2179.0,120.0,290.0,RWD,4430.0,1817.0,1975.0,8.0,60.0
Mercedes-Benz,3400000,2018,50000,Diesel,Automatic,Blue,First,Individual,2143.0,168.0,400.0,AWD,4656.0,1890.0,1639.0,5.0,66.0
Volkswagen,775000,2017,60500,Petrol,Automatic,White,First,Individual,1197.0,103.0,175.0,FWD,4390.0,1699.0,1467.0,5.0,55.0
MINI,3590000,2020,19759,Diesel,Automatic,Blue,First,Individual,1496.0,114.0,270.0,FWD,3982.0,1727.0,1425.0,5.0,44.0
Hyundai,645000,2015,58200,Petrol,Automatic,Silver,First,Individual,1591.0,121.0,158.0,FWD,4370.0,1700.0,1475.0,5.0,43.0
Toyota,11500000,2022,4000,Hybrid,Automatic,Black,First,Individual,2494.0,115.0,198.0,AWD,4935.0,1850.0,1895.0,7.0,58.0
Maruti Suzuki,509999,2015,42000,Petrol,Manual,White,First,Individual,998.0,67.0,90.0,FWD,3600.0,1600.0,1560.0,5.0,35.0
Hyundai,545000,2013,63000,Petrol,Automatic,Silver,First,Individual,1797.0,147.0,177.0,FWD,4530.0,1775.0,1470.0,5.0,56.0
Honda,835000,2018,42855,Petrol,Manual,Brown,First,Individual,1497.0,117.0,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
Renault,960000,2018,24000,Diesel,Manual,Brown,First,Individual,1461.0,84.0,200.0,FWD,4315.0,1822.0,1695.0,5.0,50.0
Maruti Suzuki,540000,2019,34000,Petrol,Manual,White,First,Individual,998.0,67.0,90.0,FWD,3695.0,1600.0,1560.0,5.0,35.0
Kia,1475000,2022,9500,Petrol,Manual,White,First,Individual,1497.0,113.0,144.0,FWD,4315.0,1800.0,1637.0,5.0,50.0
Jaguar,3600000,2014,32000,Diesel,Automatic,Brown,Second,Individual,2993.0,271.0,600.0,RWD,5252.0,1899.0,1457.0,5.0,83.0
Hyundai,1175000,2018,97000,Diesel,Manual,White,First,Individual,1582.0,126.0,260.0,FWD,4375.0,1700.0,1475.0,5.0,43.0
Hyundai,475000,2014,72900,Petrol,Automatic,Blue,Second,Individual,1591.0,121.0,158.0,FWD,4370.0,1700.0,1475.0,5.0,43.0
Audi,9900000,2021,28000,Petrol,Automatic,Silver,First,Individual,2995.0,335.0,500.0,AWD,4986.0,1995.0,1705.0,5.0,85.0
Maruti Suzuki,650000,2022,6000,Petrol,Manual,White,First,Individual,1197.0,89.0,113.0,FWD,3845.0,1735.0,1530.0,5.0,37.0
BMW,6100000,2021,24500,Diesel,Automatic,Red,First,Corporate,2993.0,260.0,620.0,AWD,4752.0,1918.0,1621.0,5.0,68.0
Hyundai,370000,2013,41000,Petrol,Automatic,White,First,Individual,1197.0,79.0,112.7619,FWD,3585.0,1595.0,1550.0,5.0,35.0
Honda,875000,2018,50000,Petrol,Manual,Silver,First,Individual,1497.0,117.0,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
Maruti Suzuki,695000,2018,66000,Diesel,Automatic,Red,First,Individual,1248.0,74.0,190.0,FWD,3995.0,1735.0,1515.0,5.0,37.0
Tata,2275000,2022,38000,Diesel,Automatic,Black,First,Individual,1956.0,168.0,350.0,FWD,4598.0,1894.0,1706.0,5.0,50.0
Jeep,2700000,2021,17000,Petrol,Automatic,Blue,First,Individual,1368.0,161.0,250.0,FWD,4405.0,1818.0,1640.0,5.0,60.0
Hyundai,545000,2014,74000,Diesel,Manual,Grey,First,Individual,1582.0,126.0,260.0,FWD,4370.0,1700.0,1475.0,5.0,43.0
Skoda,1099000,2018,20690,Petrol,Automatic,Red,First,Individual,1598.0,104.0,153.0,FWD,4413.0,1699.0,1466.0,5.0,55.0
Hyundai,1125000,2019,40000,Diesel,Manual,White,First,Individual,1582.0,126.0,260.0,FWD,4375.0,1700.0,1475.0,5.0,43.0
Hyundai,1299000,2018,50000,Petrol,Automatic,White,First,Individual,1591.0,122.0,154.0,FWD,4270.0,1780.0,1630.0,5.0,60.0
BMW,10800000,2021,20000,Petrol,Automatic,Red,First,Individual,2998.0,335.0,450.0,AWD,4935.0,2004.0,1696.0,5.0,83.0
Maruti Suzuki,1190000,2020,47248,Petrol,Automatic,Blue,First,Individual,1462.0,103.0,138.0,FWD,4445.0,1775.0,1700.0,6.0,45.0
Tata,795000,2021,9000,Petrol,Automatic,Brown,First,Individual,1199.0,84.0,113.0,FWD,3993.0,1677.0,1532.0,5.0,35.0
Hyundai,459999,2013,78000,Diesel,Manual,White,Second,Individual,1582.0,126.0,260.0,FWD,4370.0,1700.0,1475.0,5.0,43.0
Audi,3400000,2018,51000,Diesel,Automatic,Red,First,Individual,1968.0,190.0,400.0,FWD,4933.0,1874.0,1455.0,5.0,75.0
Hyundai,1050000,2018,34841,Petrol,Manual,White,First,Individual,1591.0,122.0,151.0,FWD,4270.0,1780.0,1665.0,5.0,55.0
Hyundai,385000,2014,46000,Petrol,Manual,Maroon,First,Individual,1197.0,83.0,113.796,FWD,3995.0,1710.0,1505.0,5.0,45.0
Honda,585000,2015,61000,Diesel,Manual,Grey,First,Individual,1498.0,99.0,200.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
Audi,1650000,2014,55000,Diesel,Automatic,White,First,Individual,1968.0,141.0,320.0,FWD,4456.0,1796.0,1416.0,5.0,50.0
Maruti Suzuki,625000,2020,58736,Petrol,Manual,Blue,First,Individual,1197.0,83.0,115.0,FWD,3850.0,1695.0,1530.0,5.0,42.0
Maruti Suzuki,910000,2019,34000,Petrol,Manual,Blue,First,Individual,1462.0,103.0,138.0,FWD,4490.0,1730.0,1485.0,5.0,43.0
Mahindra,1275000,2018,47000,Diesel,Manual,White,First,Individual,2179.0,153.0,360.0,FWD,4585.0,1890.0,1785.0,7.0,70.0
Hyundai,585000,2017,47000,Petrol,Manual,Grey,First,Individual,1197.0,82.0,115.0,FWD,3985.0,1734.0,1505.0,5.0,45.0
Hyundai,1075000,2021,12020,Petrol,Automatic,White,First,Individual,1197.0,87.0,115.0,FWD,3995.0,1775.0,1505.0,5.0,37.0
Hyundai,1650000,2020,7000,Diesel,Manual,White,First,Individual,1493.0,113.0,250.0,FWD,4300.0,1790.0,1635.0,5.0,50.0
Audi,1575000,2014,15000,Diesel,Automatic,Red,First,Individual,1968.0,141.0,320.0,FWD,4701.0,1826.0,1427.0,5.0,63.0
BMW,1950000,2014,82000,Diesel,Automatic,White,Second,Individual,1995.0,184.0,380.0,AWD,4648.0,1881.0,1661.0,5.0,67.0
BMW,6390000,2022,6000,Diesel,Automatic,Grey,First,Individual,1995.0,188.0,400.0,RWD,4936.0,1868.0,1479.0,5.0,65.0
Hyundai,1080000,2019,68000,Diesel,Manual,White,First,Individual,1396.0,89.0,224.0,FWD,4270.0,1780.0,1630.0,5.0,60.0
Audi,5500000,2017,24000,Diesel,Automatic,White,First,Individual,2967.0,245.0,600.0,AWD,5052.0,1968.0,1740.0,7.0,75.0
Hyundai,1080000,2020,56000,Diesel,Manual,Blue,First,Individual,1493.0,99.0,240.0,FWD,3995.0,1770.0,1605.0,5.0,45.0
Mahindra,800000,2015,25000,Diesel,Manual,Grey,First,Corporate,2179.0,138.0,330.0,FWD,4585.0,1890.0,1785.0,7.0,70.0
Datsun,335000,2017,34000,Petrol,Manual,Brown,First,Individual,1198.0,67.0,104.0,FWD,3995.0,1635.0,1490.0,7.0,35.0
Hyundai,1185000,2021,10700,Petrol,Manual,White,First,Individual,998.0,118.0,172.0,FWD,3995.0,1770.0,1605.0,5.0,45.0
Hyundai,894999,2021,25000,Petrol,Automatic,White,First,Individual,1197.0,87.0,115.0,FWD,3995.0,1775.0,1505.0,5.0,37.0
Honda,650000,2019,54000,Petrol,Automatic,White,Second,Individual,1199.0,89.0,110.0,FWD,3995.0,1695.0,1501.0,5.0,35.0
