STREET,LT_SHAPE,LND_CNTR,UTLS,LND_SLOPE,BLDG_TYPE,HOUSE_STYLE,OVER_QUAL,RF_STYLE,EXT_QUAL,FNDATN,HEATING,CNTRL_AIR,ELEC,GR_LIV_AREA,FL_BATH,HF_BATH,TTL_RMS_ABV_GRD,FIRE_PLCS,GAR_TYPE,GAR_CARS,PVD_DR,MO_SOLD,SALE_TYPE,SALE_COND,SALE_PRICE
Pave,Reg,Bnk,AllPub,Gtl,1Fam,1Story,6,Gable,TA,PConc,GasA,N,SBrkr,1133,1,0,7,0,Detchd,1.0,Y,12,WD ,Abnorml,143000
Pave,IR3,Bnk,AllPub,Gtl,1Fam,1Story,5,Gable,TA,BrkTil,GasA,N,FuseP,764,1,0,4,0,Detchd,2.0,N,6,WD ,Normal,73000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,5,Gable,TA,PConc,GasA,Y,SBrkr,1539,2,0,8,1,Detchd,2.0,P,6,WD ,Normal,157500
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,Gable,TA,BrkTil,GasA,Y,SBrkr,1323,1,0,6,0,Detchd,2.0,Y,7,WD ,Normal,122600
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,5,Gable,TA,BrkTil,GasA,N,SBrkr,1360,1,0,6,0,Attchd,1.0,Y,1,WD ,Normal,111000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,6,Gable,Gd,BrkTil,GasW,Y,SBrkr,2792,2,0,8,2,Detchd,2.0,Y,6,WD ,Normal,256000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,TA,CBlock,GasA,Y,SBrkr,672,1,0,4,0,Detchd,1.0,Y,8,WD ,Normal,64000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2.5Unf,6,Gable,Gd,BrkTil,GasA,Y,SBrkr,1456,1,1,7,0,Detchd,1.0,N,6,WD ,Normal,139500
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,7,Gable,TA,PConc,GasA,Y,SBrkr,2082,2,1,6,0,Detchd,2.0,N,6,WD ,Normal,200000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,4,Gable,TA,BrkTil,GasA,Y,FuseA,1656,2,0,8,0,Detchd,2.0,Y,5,WD ,Normal,119164
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,Gable,Fa,BrkTil,GasA,N,FuseA,1740,1,0,6,1,Detchd,1.0,N,6,WD ,Normal,122250
Pave,Reg,Lvl,AllPub,Gtl,2fmCon,1.5Fin,6,Gable,TA,CBlock,GasA,Y,SBrkr,1436,2,0,8,2,Detchd,2.0,Y,5,Con,Normal,155000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,5,Mansard,TA,BrkTil,GasA,N,FuseA,899,1,0,5,0,Detchd,1.0,P,9,WD ,Normal,78000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,TA,CBlock,GasA,Y,SBrkr,789,1,0,5,0,Detchd,1.0,Y,4,WD ,Partial,115000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,TA,CBlock,GasA,Y,SBrkr,1122,1,0,6,0,Attchd,2.0,Y,5,WD ,Normal,147000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,Gable,TA,CBlock,GasA,Y,FuseA,1499,1,0,5,1,Detchd,3.0,Y,6,WD ,Normal,140000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,2,Gable,TA,BrkTil,GasA,N,FuseA,407,1,0,3,0,Detchd,1.0,Y,3,WD ,Abnorml,46500
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,5,Hip,TA,CBlock,GasA,Y,FuseA,928,1,0,5,0,Attchd,1.0,Y,6,WD ,Normal,112500
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,4,Gable,TA,CBlock,GasA,Y,SBrkr,901,1,0,4,0,Detchd,1.0,Y,8,WD ,Normal,107900
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2.5Fin,7,Gable,TA,BrkTil,GasA,Y,SBrkr,3493,3,0,10,1,Attchd,3.0,Y,5,WD ,Normal,295000
Pave,Reg,Lvl,AllPub,Gtl,2fmCon,2Story,5,Gable,TA,BrkTil,GasA,N,FuseA,1627,2,0,10,0,Detchd,2.0,N,2,WD ,Normal,139500
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,Gable,TA,BrkTil,GasA,Y,SBrkr,1416,1,1,7,1,Detchd,3.0,Y,6,WD ,Normal,153900
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,TA,BrkTil,GasA,Y,SBrkr,1450,1,0,7,0,Detchd,1.0,Y,3,WD ,Normal,132000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,5,Gable,TA,BrkTil,GasA,N,SBrkr,1344,1,0,7,0,Detchd,3.0,Y,5,COD,Abnorml,98000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,Gable,TA,CBlock,GasA,Y,SBrkr,1017,1,0,5,0,Detchd,1.0,N,5,WD ,Normal,114000
Pave,Reg,Lvl,AllPub,Gtl,2fmCon,2Story,5,Gable,TA,BrkTil,GasA,Y,FuseP,2350,2,0,10,0,2Types,2.0,Y,4,WD ,Normal,130000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2.5Unf,6,Gable,TA,BrkTil,OthW,N,SBrkr,2058,1,1,8,1,Detchd,2.0,P,4,WD ,Normal,129500
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,7,Gambrel,TA,BrkTil,GasA,Y,SBrkr,1378,2,0,7,1,Detchd,2.0,N,10,WD ,Normal,161000
Pave,Reg,Lvl,AllPub,Gtl,2fmCon,1.5Fin,6,Gable,TA,BrkTil,GasA,N,SBrkr,1912,2,0,7,1,Detchd,2.0,Y,4,WD ,Normal,163000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,7,Gable,TA,PConc,GasA,Y,SBrkr,1111,1,0,5,1,Detchd,1.0,Y,8,WD ,Normal,116900
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2.5Unf,10,Gable,Ex,BrkTil,GasA,Y,SBrkr,2775,3,1,9,1,Detchd,2.0,Y,7,WD ,Normal,325000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,2,Gable,Fa,BrkTil,GasA,N,SBrkr,1086,1,0,5,0,Detchd,2.0,N,11,ConLD,Normal,55000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,TA,BrkTil,GasW,Y,SBrkr,2495,2,0,10,1,Detchd,2.0,Y,12,WD ,Normal,184000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,TA,CBlock,GasA,Y,SBrkr,984,1,0,5,0,Detchd,1.0,N,6,WD ,Normal,110000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,Gable,TA,BrkTil,GasA,N,FuseF,1795,2,0,7,0,Attchd,1.0,Y,11,WD ,Normal,131500
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,TA,PConc,GasA,Y,FuseA,882,1,0,4,0,Detchd,1.0,Y,12,WD ,Normal,97000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,4,Gable,TA,CBlock,GasA,Y,SBrkr,1093,1,0,5,0,Detchd,1.0,Y,5,WD ,Normal,115500
Pave,IR1,Bnk,AllPub,Gtl,1Fam,1Story,5,Gable,Gd,BrkTil,GasA,Y,SBrkr,1143,1,0,5,1,Detchd,1.0,Y,7,WD ,Normal,138000
Pave,IR1,Bnk,AllPub,Gtl,1Fam,1.5Fin,7,Gable,TA,CBlock,GasA,Y,SBrkr,1668,1,1,8,0,Attchd,1.0,Y,8,WD ,Abnorml,108000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,TA,BrkTil,GasA,Y,FuseA,935,1,0,4,0,Detchd,1.0,P,8,WD ,Normal,79500
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,Gable,TA,BrkTil,GasA,Y,SBrkr,1738,2,0,6,1,Detchd,1.0,P,7,WD ,Normal,153000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,Gable,TA,CBlock,GasA,Y,SBrkr,1210,1,0,6,0,Detchd,1.0,P,5,WD ,Normal,124000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,6,Gable,TA,BrkTil,GasA,Y,SBrkr,1290,1,1,6,0,Detchd,1.0,Y,4,WD ,Normal,106900
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,6,Gable,TA,CBlock,GasA,Y,SBrkr,1672,1,1,6,1,Detchd,1.0,Y,7,WD ,Normal,164900
Pave,Reg,HLS,AllPub,Gtl,1Fam,1Story,5,Gable,TA,BrkTil,GasA,Y,SBrkr,949,1,0,5,1,Detchd,2.0,Y,7,WD ,Normal,119000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,6,Gable,TA,BrkTil,GasA,Y,SBrkr,1158,1,0,5,1,BuiltIn,1.0,Y,7,WD ,Normal,120000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,6,Gable,TA,BrkTil,GasA,Y,SBrkr,1497,2,0,5,0,Detchd,1.0,Y,5,WD ,Normal,157000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,6,Gable,TA,CBlock,GasA,Y,SBrkr,1342,2,0,7,1,Detchd,1.0,Y,4,WD ,Normal,105000
Pave,Reg,Bnk,AllPub,Mod,1Fam,1.5Unf,6,Gable,TA,BrkTil,GasA,Y,SBrkr,1013,1,0,6,0,Detchd,1.0,Y,4,WD ,Normal,113000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,Gable,TA,BrkTil,GasA,Y,SBrkr,1216,1,0,6,1,BuiltIn,1.0,Y,4,WD ,Normal,115000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,4,Gable,TA,PConc,GasA,Y,FuseA,896,1,0,4,0,Detchd,1.0,Y,4,ConLD,Abnorml,79000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,4,Gable,TA,PConc,GasA,Y,SBrkr,1136,1,0,6,0,Detchd,1.0,Y,8,WD ,Normal,123000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,TA,CBlock,GasA,N,SBrkr,808,1,0,6,0,Attchd,1.0,P,6,WD ,Normal,81300
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,Gable,TA,PConc,GasA,Y,SBrkr,1573,2,0,8,1,Detchd,2.0,P,6,WD ,Normal,162900
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,7,Gable,TA,BrkTil,GasA,Y,SBrkr,2009,2,0,7,1,Detchd,2.0,Y,1,WD ,Normal,150000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,5,Gambrel,TA,BrkTil,GasA,Y,SBrkr,1902,2,0,7,0,Detchd,2.0,Y,10,WD ,Normal,123500
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,7,Gable,TA,BrkTil,GasA,Y,FuseF,1774,2,0,8,2,Detchd,2.0,Y,4,WD ,Abnorml,129900
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,6,Gable,TA,BrkTil,GasA,Y,SBrkr,1362,2,0,6,0,Detchd,2.0,Y,6,WD ,Normal,128000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,4,Gable,TA,BrkTil,GasA,N,SBrkr,520,1,0,4,0,Detchd,1.0,Y,5,WD ,Normal,68500
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,Gable,TA,CBlock,GasA,Y,SBrkr,1285,1,0,6,0,Detchd,1.0,Y,1,WD ,Normal,127000
Pave,Reg,Bnk,AllPub,Gtl,1Fam,1.5Fin,6,Gambrel,TA,BrkTil,GasA,Y,SBrkr,1848,1,1,8,1,Detchd,2.0,N,6,WD ,Normal,207000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,7,Gable,TA,PConc,GasA,Y,SBrkr,1820,2,0,8,0,Detchd,1.0,N,6,WD ,Normal,184000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,6,Gable,TA,BrkTil,GasA,Y,SBrkr,1716,2,0,8,0,Detchd,2.0,Y,3,WD ,Normal,162500
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,Gable,TA,CBlock,GasA,Y,SBrkr,1505,1,0,8,0,Detchd,1.0,N,7,WD ,Normal,145000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,6,Gable,TA,BrkTil,GasA,Y,SBrkr,838,1,0,5,0,Detchd,1.0,N,5,WD ,Normal,130000
Pave,Reg,Lvl,AllPub,Gtl,2fmCon,2.5Unf,6,Gable,TA,PConc,GasA,Y,SBrkr,1984,2,0,8,0,Detchd,1.0,Y,9,WD ,Normal,160000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,8,Hip,TA,PConc,GasA,Y,SBrkr,1666,1,0,7,1,Detchd,1.0,Y,6,WD ,Normal,161000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,6,Gambrel,Gd,BrkTil,GasA,Y,SBrkr,1609,1,0,7,0,Detchd,1.0,N,6,WD ,Normal,127500
Grvl,IR1,Lvl,AllPub,Gtl,1Fam,1Story,6,Gable,Gd,BrkTil,GasA,Y,SBrkr,768,1,0,4,0,Detchd,2.0,N,7,WD ,Normal,93850
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,6,Gable,TA,CBlock,GasA,Y,FuseA,1536,1,1,7,0,Detchd,1.0,Y,5,COD,Abnorml,136000
Pave,Reg,Bnk,AllPub,Gtl,1Fam,1.5Fin,6,Gable,TA,BrkTil,GasA,Y,SBrkr,1969,2,0,9,1,Detchd,2.0,Y,11,COD,Normal,141000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,Gable,TA,BrkTil,GasA,Y,SBrkr,1308,2,0,6,0,Detchd,2.0,Y,4,WD ,Normal,120000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,6,Gable,TA,CBlock,GasA,Y,SBrkr,1040,1,0,5,0,Detchd,2.0,Y,7,WD ,Normal,127500
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,6,Gable,TA,PConc,GasA,Y,SBrkr,1236,2,0,6,1,Detchd,1.0,Y,8,WD ,Family,127000
Pave,IR1,HLS,AllPub,Gtl,1Fam,1Story,5,Gable,TA,CBlock,GasA,Y,SBrkr,825,1,0,4,0,Detchd,2.0,Y,6,WD ,Normal,125000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,TA,BrkTil,GasA,Y,SBrkr,759,1,0,5,0,Detchd,2.0,N,8,ConLD,Family,85000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,6,Gable,TA,CBlock,GasA,Y,SBrkr,1469,1,0,7,0,Detchd,1.0,Y,6,WD ,Normal,135000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,Gd,CBlock,GasA,N,SBrkr,1054,1,0,6,0,Detchd,1.0,Y,9,WD ,Abnorml,124000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,5,Hip,TA,CBlock,GasA,Y,SBrkr,1211,1,0,5,1,Attchd,1.0,Y,8,WD ,Normal,134000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,Gable,TA,CBlock,GasA,Y,SBrkr,1271,2,0,7,1,Attchd,1.0,Y,8,WD ,Normal,135000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,4,Gable,TA,CBlock,GasA,Y,SBrkr,1588,2,0,7,1,Detchd,2.0,N,7,WD ,Normal,134432
Pave,Reg,Lvl,AllPub,Gtl,1Fam,SFoyer,5,Gable,TA,CBlock,GasA,Y,SBrkr,1075,1,0,6,0,Detchd,2.0,Y,5,WD ,Abnorml,148000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,5,Hip,TA,CBlock,GasA,Y,SBrkr,1040,1,0,5,0,Detchd,1.0,Y,2,WD ,Normal,129500
Pave,Reg,Lvl,AllPub,Gtl,1Fam,SLvl,6,Gable,TA,CBlock,GasA,Y,SBrkr,1096,1,0,6,1,Attchd,2.0,Y,12,WD ,Normal,157500
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,TA,PConc,GasA,Y,SBrkr,904,1,0,6,0,Attchd,1.0,Y,12,WD ,Abnorml,109900
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,TA,CBlock,GasA,Y,SBrkr,992,1,0,6,0,Attchd,1.0,Y,7,WD ,Normal,145000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,TA,CBlock,GasA,Y,SBrkr,894,1,0,5,0,Attchd,2.0,Y,5,WD ,Normal,130000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,SFoyer,6,Gable,TA,CBlock,GasA,Y,SBrkr,1034,1,0,6,1,Basment,2.0,Y,5,WD ,Normal,153000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,TA,CBlock,GasA,Y,SBrkr,1073,1,0,6,0,Attchd,1.0,Y,3,WD ,Normal,120000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,SFoyer,5,Gable,TA,PConc,GasA,Y,SBrkr,1126,1,0,5,0,Attchd,2.0,Y,3,WD ,Normal,152000
Pave,Reg,Lvl,AllPub,Gtl,Duplex,SFoyer,4,Gable,TA,CBlock,GasA,Y,SBrkr,1258,0,2,6,0,CarPort,2.0,Y,1,WD ,Alloca,108959
Pave,Reg,Lvl,AllPub,Gtl,2fmCon,1Story,5,Gable,TA,PConc,GasA,Y,SBrkr,1140,1,0,6,0,CarPort,2.0,Y,1,WD ,Alloca,95541
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,TA,CBlock,GasA,Y,SBrkr,1228,1,1,6,0,Attchd,1.0,Y,6,WD ,Normal,149350
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,TA,CBlock,GasA,Y,SBrkr,960,1,0,6,0,Attchd,1.0,Y,5,WD ,Normal,144900
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,6,Gable,TA,CBlock,GasA,Y,FuseA,1188,1,0,4,1,Attchd,2.0,Y,6,WD ,Normal,185000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,TA,PConc,GasA,Y,SBrkr,1383,1,0,6,1,Attchd,1.0,Y,6,WD ,Normal,165000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,6,Flat,TA,CBlock,GasA,Y,SBrkr,1252,1,0,4,1,Attchd,2.0,Y,3,WD ,Normal,235000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,SLvl,5,Gable,TA,CBlock,GasA,Y,SBrkr,1601,1,0,6,0,BuiltIn,1.0,Y,12,WD ,Normal,140000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,TA,PConc,GasA,Y,SBrkr,672,1,0,4,0,Detchd,1.0,N,8,WD ,Normal,108000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,5,Flat,TA,CBlock,GasA,Y,SBrkr,1721,2,0,7,2,Basment,2.0,Y,12,WD ,Abnorml,145000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,Gable,TA,BrkTil,GasA,Y,SBrkr,1350,1,1,6,0,2Types,3.0,N,6,WD ,Normal,152400
Pave,Reg,Lvl,AllPub,Gtl,1Fam,SLvl,5,Hip,TA,PConc,GasA,Y,SBrkr,904,1,0,5,0,2Types,3.0,Y,6,WD ,Normal,144000
Pave,Reg,HLS,AllPub,Gtl,1Fam,1Story,6,Gable,TA,PConc,GasA,Y,SBrkr,1291,1,0,6,1,Attchd,2.0,Y,11,WD ,Normal,173000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,7,Hip,TA,CBlock,GasA,Y,SBrkr,2022,2,1,8,1,Attchd,2.0,Y,3,WD ,Normal,192000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,7,Gable,TA,CBlock,GasA,Y,SBrkr,1524,2,0,7,2,Attchd,2.0,Y,4,WD ,Normal,245000
Pave,IR1,Low,AllPub,Sev,1Fam,1Story,7,Flat,TA,CBlock,GasA,Y,SBrkr,1363,1,0,5,2,Attchd,2.0,Y,4,WD ,Normal,241500
Pave,IR1,Low,AllPub,Mod,1Fam,1Story,4,Flat,TA,CBlock,GasA,Y,SBrkr,1663,1,0,6,2,Attchd,2.0,Y,3,WD ,Normal,256000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,SLvl,6,Gable,TA,CBlock,GasA,Y,SBrkr,1357,1,0,5,1,Basment,1.0,Y,5,WD ,Normal,177000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,7,Gable,TA,CBlock,GasA,Y,SBrkr,1079,1,0,5,1,Attchd,1.0,Y,1,WD ,Normal,125600
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,6,Hip,TA,CBlock,GasA,Y,SBrkr,1094,1,0,5,2,Attchd,2.0,Y,6,WD ,Normal,155000
Pave,IR2,Bnk,AllPub,Gtl,1Fam,1.5Fin,6,Gable,TA,BrkTil,GasA,Y,SBrkr,2358,3,0,10,1,Detchd,2.0,Y,9,WD ,Normal,240000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,6,Gable,TA,BrkTil,GasA,Y,SBrkr,1674,2,0,8,1,Detchd,2.0,N,7,WD ,Normal,185000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,6,Hip,TA,CBlock,GasA,Y,SBrkr,2108,2,0,7,2,Basment,2.0,Y,7,WD ,Normal,235000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,5,Hip,TA,CBlock,GasA,Y,FuseA,1509,1,0,6,1,Attchd,1.0,Y,7,WD ,Normal,159900
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,6,Gable,Gd,CBlock,GasA,Y,SBrkr,1269,1,1,7,0,Detchd,1.0,Y,11,WD ,Normal,134500
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,Gable,TA,BrkTil,GasA,Y,SBrkr,1367,1,0,7,0,Detchd,1.0,Y,4,WD ,Normal,119000
Pave,Reg,Lvl,AllPub,Gtl,2fmCon,1Story,5,Gable,TA,CBlock,GasW,N,SBrkr,1164,1,0,5,0,Detchd,1.0,Y,8,ConLD,Normal,125000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,Gable,TA,CBlock,GasA,N,SBrkr,1111,1,0,5,0,Detchd,1.0,Y,3,ConLw,Normal,95000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,7,Hip,TA,PConc,GasA,Y,SBrkr,2329,2,1,10,1,Attchd,2.0,Y,5,WD ,Normal,262280
Pave,IR3,Lvl,AllPub,Gtl,1Fam,2Story,6,Gable,Gd,PConc,GasA,Y,SBrkr,2814,2,1,9,1,BuiltIn,2.0,Y,6,WD ,Normal,260000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1626,2,1,7,1,Attchd,2.0,Y,4,WD ,Normal,226500
Pave,IR2,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,2200,2,1,9,1,Attchd,2.0,Y,12,WD ,Normal,225000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,SLvl,7,Gable,Gd,PConc,GasA,Y,SBrkr,2037,2,1,8,1,Attchd,2.0,Y,2,WD ,Normal,229000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1356,2,1,6,1,BuiltIn,2.0,Y,3,New,Partial,177439
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1615,2,0,7,1,Attchd,3.0,Y,5,WD ,Normal,248500
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,9,Hip,Gd,PConc,GasA,Y,SBrkr,2276,2,0,7,2,Attchd,3.0,Y,6,WD ,Abnorml,475000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,9,Hip,Ex,PConc,GasA,Y,SBrkr,1766,2,1,8,2,Attchd,3.0,Y,12,New,Partial,395039
Pave,IR2,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,2097,2,1,9,1,Attchd,3.0,Y,12,WD ,Normal,228000
Pave,IR2,Lvl,AllPub,Gtl,1Fam,SLvl,8,Gable,Gd,PConc,GasA,Y,SBrkr,1511,2,0,6,1,Attchd,3.0,Y,2,WD ,Normal,225000
Pave,IR1,Bnk,AllPub,Gtl,1Fam,1Story,6,Flat,TA,CBlock,GasA,Y,SBrkr,1643,2,0,6,1,Attchd,2.0,Y,3,WD ,Normal,195000
Pave,IR1,HLS,AllPub,Mod,1Fam,2Story,6,Gable,TA,PConc,GasA,Y,SBrkr,1688,2,1,8,0,Attchd,2.0,Y,5,WD ,Normal,200000
Pave,Reg,Low,AllPub,Mod,1Fam,1Story,5,Gable,TA,PConc,GasA,Y,SBrkr,990,1,0,5,0,Detchd,2.0,Y,8,WD ,Normal,155000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,TA,PConc,GasA,Y,SBrkr,1099,1,1,6,0,Attchd,1.0,Y,6,WD ,Normal,144000
Pave,IR2,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,TA,PConc,GasA,Y,SBrkr,990,1,0,5,0,Detchd,2.0,Y,2,WD ,Normal,145000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,7,Gable,TA,PConc,GasA,Y,SBrkr,1418,2,0,5,1,Attchd,2.0,Y,5,WD ,Normal,226001
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,6,Gable,TA,PConc,GasA,Y,SBrkr,1771,2,1,6,0,Attchd,2.0,Y,7,WD ,Normal,215700
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1652,2,1,6,0,Attchd,2.0,Y,6,WD ,Normal,207500
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1790,2,1,7,0,Attchd,2.0,Y,6,WD ,Abnorml,193000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,TA,PConc,GasA,Y,SBrkr,1724,2,1,8,0,Attchd,2.0,Y,7,WD ,Normal,188000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1479,2,0,6,0,Attchd,2.0,Y,7,WD ,Normal,191000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1494,2,0,6,1,Attchd,2.0,Y,9,WD ,Normal,221000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1792,2,1,7,1,Attchd,2.0,Y,5,WD ,Normal,231500
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1823,2,1,6,0,Attchd,2.0,Y,5,WD ,Normal,235000
